id	filename	md5	size	state
8b55c916-963b-41d6-b7ce-7e8ccf958c80	8b55c916-963b-41d6-b7ce-7e8ccf958c80/72726dc4-fa08-4e34-9539-29ddb19dd782.rna_seq.augmented_star_gene_counts.tsv	a885ede54564e2291a817d02e8333ca6	4257037	validated
946692ad-ed52-4bd8-85ac-efe5178b15b4	946692ad-ed52-4bd8-85ac-efe5178b15b4/883ef55a-e8c0-4774-a298-d2bfeaeeae4b.rna_seq.augmented_star_gene_counts.tsv	c5392c7508ac9996a4d211b0920811c0	4214980	validated
951f2356-17f4-4f4f-a8ec-855c7e93dce1	951f2356-17f4-4f4f-a8ec-855c7e93dce1/7eab2708-6708-4f8e-b238-e06007754e7e.rna_seq.augmented_star_gene_counts.tsv	9837dd0bdde68bbcbf072e4cc44d3532	4254332	validated
9a6d8661-241e-4a3e-a6fa-e2eb1962b758	9a6d8661-241e-4a3e-a6fa-e2eb1962b758/ee030015-242a-4dd1-b43c-2c97d5d365d9.rna_seq.augmented_star_gene_counts.tsv	287e77385c1a01c4a57e648ed0dbaba6	4220334	validated
9db8b103-5f3a-439b-993c-14879744c30a	9db8b103-5f3a-439b-993c-14879744c30a/7f9b4506-b00b-4b6f-8469-d0e4a73df1d4.rna_seq.augmented_star_gene_counts.tsv	ce4a992807ad6e324027faca1177ba8d	4231950	validated
9dffc7c0-da78-48a9-b438-a4886a45048e	9dffc7c0-da78-48a9-b438-a4886a45048e/52b34ef3-a814-4aa9-a395-6beea6a71f11.rna_seq.augmented_star_gene_counts.tsv	ef3ff1b0c15f22c4187e34058739096c	4229534	validated
a03c9de0-7526-4942-8a7a-5fe03ea191f6	a03c9de0-7526-4942-8a7a-5fe03ea191f6/3ce23908-d2b9-42b0-a409-5fbd767496c2.rna_seq.augmented_star_gene_counts.tsv	733ac10a0be01831a6086753e86afd82	4225761	validated
a0fce6cc-a525-4970-82b7-8512bb0708b3	a0fce6cc-a525-4970-82b7-8512bb0708b3/7d9c7c34-76e0-4622-b5f7-60e12f6d4e07.rna_seq.augmented_star_gene_counts.tsv	15cec03c65ac24e7da940cd4b9f99219	4252453	validated
a4c14abb-5b10-41df-9da5-39f1ee194b7c	a4c14abb-5b10-41df-9da5-39f1ee194b7c/404aadcc-cb30-4dba-b2b3-efd573cd9ffe.rna_seq.augmented_star_gene_counts.tsv	e9c7ce2f753e3178ca6b9eb11071d82c	4261315	validated
a4ed7fd8-e220-46e6-90f7-3b208dbf4e05	a4ed7fd8-e220-46e6-90f7-3b208dbf4e05/9f4c2cc8-8675-43be-98bb-004c45ba5a51.rna_seq.augmented_star_gene_counts.tsv	95ae46920b3248fa70bdcaf05e514ef3	4237269	validated
b080156e-0711-42f5-83c7-a34de25cbba9	b080156e-0711-42f5-83c7-a34de25cbba9/fe3a5a49-7744-4336-a4b6-0e88f23e21d8.rna_seq.augmented_star_gene_counts.tsv	15220c8a957b906fb33769b1b0e65227	4233140	validated
b6c69243-9731-4578-b037-ac997cbdc7dc	b6c69243-9731-4578-b037-ac997cbdc7dc/2306a9ab-37ae-4dfd-b992-4f62022c3d4c.rna_seq.augmented_star_gene_counts.tsv	b50857213b4d430cfd349ff5b717b473	4244236	validated
ba8aebd8-07de-46c0-a28f-b2408c36f07f	ba8aebd8-07de-46c0-a28f-b2408c36f07f/77b82c3f-e20c-4e3b-a55c-08af359bbb6e.rna_seq.augmented_star_gene_counts.tsv	d1590f85d1f41250edf7dd5f7518ddfb	4248160	validated
c140ee8e-c45f-47fb-b214-c3c8cdde972e	c140ee8e-c45f-47fb-b214-c3c8cdde972e/b5909b96-7ef6-497a-802e-11805dc7ded7.rna_seq.augmented_star_gene_counts.tsv	c8a1f9e2ec7fa72254b4a3d602c5e39f	4225356	validated
cab5b00a-9cf2-4e1f-b2f3-93d27b73631e	cab5b00a-9cf2-4e1f-b2f3-93d27b73631e/f48a9d85-c3c7-40bc-9215-760ba3b8fa60.rna_seq.augmented_star_gene_counts.tsv	5154d3e19c898832db7d8d0e19b736de	4218349	validated
d2000aa0-a3c5-4155-8995-80ec5f4436e2	d2000aa0-a3c5-4155-8995-80ec5f4436e2/020a2284-03f3-4439-89bb-2292ebc3ecd2.rna_seq.augmented_star_gene_counts.tsv	cf29acfeda74cebe6a90cfb1437efcab	4246603	validated
d3d249ab-0483-4e9c-99f3-07afb5b6dabc	d3d249ab-0483-4e9c-99f3-07afb5b6dabc/73babed8-f934-42c7-9020-30f7c3e1766d.rna_seq.augmented_star_gene_counts.tsv	4239402935c3e36a01b087de299eccb3	4229288	validated
d88c062b-3c19-46e9-92b8-b80f6c3eef56	d88c062b-3c19-46e9-92b8-b80f6c3eef56/9a0910ce-634b-47b6-a63c-caaf219e0b55.rna_seq.augmented_star_gene_counts.tsv	1100a2729e7a82b2a5ac0c82da206ff0	4252336	validated
db9bab18-a465-445f-a4fd-dc90faa1da6d	db9bab18-a465-445f-a4fd-dc90faa1da6d/5a335f07-9b07-46cf-8902-503b24f89bfa.rna_seq.augmented_star_gene_counts.tsv	0687e96c67caf44632fd921fad9f91a3	4236644	validated
dba9c344-546c-49db-91df-abd25ae4b0cc	dba9c344-546c-49db-91df-abd25ae4b0cc/91181a9c-3113-47b6-8d1c-8173f9eac675.rna_seq.augmented_star_gene_counts.tsv	1209dda28577eb250101332233853261	4221235	validated
dc8e99bb-f021-44e4-8c60-213405ee156a	dc8e99bb-f021-44e4-8c60-213405ee156a/325c7d6b-292d-46e5-85d1-785ae8a48c33.rna_seq.augmented_star_gene_counts.tsv	357e533a6bec9fcad430e9553c28a732	4252913	validated
dcff773b-20f4-4c90-9a3f-78ef2e0f484e	dcff773b-20f4-4c90-9a3f-78ef2e0f484e/3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv	26c47e66aad388095d9f79563830c366	4236778	validated
dd6ec250-8d4d-4129-9664-7451c1760f4b	dd6ec250-8d4d-4129-9664-7451c1760f4b/34774d7b-1184-4b5f-b6a9-e16c428ca7ce.rna_seq.augmented_star_gene_counts.tsv	8505bede89020ffab8d5e66975dec03a	4247563	validated
df03bdab-42a9-4467-a767-b584bb60e926	df03bdab-42a9-4467-a767-b584bb60e926/0a11e8dc-5d34-4fcb-b2dc-aa57b4e90fc9.rna_seq.augmented_star_gene_counts.tsv	e7d4985402dfcb4759d691ee846fb762	4236429	validated
e37ffff5-f795-4ca9-b46b-f59344db48af	e37ffff5-f795-4ca9-b46b-f59344db48af/4a967e6f-d39a-4fe5-864b-a43e8184a852.rna_seq.augmented_star_gene_counts.tsv	23df6c2e935e17fc100e4aee7fcccb4b	4234038	validated
e6b0ab3e-2b95-4803-91f8-cfa385fe0386	e6b0ab3e-2b95-4803-91f8-cfa385fe0386/921aa14f-d674-4ecf-b4fd-ca846acc9fa3.rna_seq.augmented_star_gene_counts.tsv	66d353dfbf558ff92bdf9613201a1dc2	4231722	validated
e8da0b02-8b75-4a85-b91a-6f8d1582a95c	e8da0b02-8b75-4a85-b91a-6f8d1582a95c/af649713-fb41-496a-a94b-3691d202c1c8.rna_seq.augmented_star_gene_counts.tsv	8c8ac3b98a35074a79bf21232c5d57b4	4218734	validated
eac5ebd0-d788-4908-8eb7-976d6b611667	eac5ebd0-d788-4908-8eb7-976d6b611667/b8e8f06f-a5a9-4d16-b39f-585dcee31087.rna_seq.augmented_star_gene_counts.tsv	fe8bdb396de968ed406222a96e5f4e03	4258148	validated
f2d6b758-501e-447a-a3d0-f899e532ac84	f2d6b758-501e-447a-a3d0-f899e532ac84/430458f1-86d8-4ec8-a8fe-6a58ac832bdd.rna_seq.augmented_star_gene_counts.tsv	df0dd387c7cc0c8894c084cc850ad780	4267420	validated
fd52d8a9-e044-4f17-861a-9780752b20ee	fd52d8a9-e044-4f17-861a-9780752b20ee/1084d48c-88e8-4d67-9049-d0e4cd7f9535.rna_seq.augmented_star_gene_counts.tsv	be9025f55d1bd23e3ac1aa39b5066e11	4240394	validated
